MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT002,SF004,47,40,63,40,46,49,37,61,60,47
MT003,SF004,54,44,67,42,55,61,62,46,33,42
MT006,SF004,43,44,62,37,57,50,30,37,36,48
MT012,SF004,55,35,40,51,64,48,41,42,55,49
MT015,SF004,64,40,27,66,40,43,43,39,32,27
MT022,SF004,50,46,55,36,43,45,54,65,59,44
MT024,SF004,35,43,32,42,45,34,46,32,59,44
MT027,SF004,44,35,48,32,46,27,44,52,43,34
MT034,SF004,46,41,50,59,37,54,26,32,38,43
MT001,SF005,71,124,87,109,67,56,86,66,67,73
MT004,SF005,70,54,78,105,77,76,119,52,63,75
MT005,SF005,65,80,64,73,72,97,62,118,57,50
MT007,SF005,88,44,92,52,65,59,69,41,51,63
MT008,SF005,79,61,67,79,63,94,54,48,54,59
MT009,SF005,55,70,117,89,64,65,84,77,102,94
MT010,SF005,76,63,70,70,52,115,62,44,68,85
MT011,SF005,57,82,83,92,69,96,93,80,64,59
MT013,SF005,56,82,86,74,69,54,57,103,118,48
MT014,SF005,49,80,57,41,83,62,73,94,119,79
MT016,SF005,92,74,97,65,56,69,73,83,39,77
MT017,SF005,105,49,97,78,64,79,95,91,74,105
MT018,SF005,122,103,64,81,65,97,65,61,105,84
MT019,SF005,65,91,64,83,97,81,78,71,66,73
MT020,SF005,53,103,67,101,60,55,55,47,49,52
MT025,SF005,95,56,56,112,62,65,83,49,94,58
MT026,SF005,68,105,65,69,75,68,57,67,63,84
MT028,SF005,62,105,108,73,73,50,71,58,77,67
MT029,SF005,56,50,66,75,84,118,89,70,52,96
MT030,SF005,107,64,90,92,118,57,75,64,72,77
MT031,SF005,50,120,87,75,60,60,39,95,85,65
MT032,SF005,87,61,82,97,60,106,101,57,52,101
MT033,SF005,110,76,67,68,70,67,89,65,109,55
MT035,SF005,67,72,55,50,86,55,87,63,95,61
MT036,SF005,92,70,98,68,69,62,57,89,87,109
MT021,SF005,314,139,190,204,347,283,215,198,207,221
MT023,SF005,169,301,213,305,237,214,361,317,182,294
MT002,SF005,34,38,42,22,25,36,31,32,28,50
MT003,SF005,50,25,28,19,52,29,42,37,39,27
MT006,SF005,28,51,20,36,46,34,53,24,49,34
MT012,SF005,27,39,30,32,32,31,20,31,30,31
MT015,SF005,44,28,43,52,29,32,37,37,32,43
MT022,SF005,42,56,26,33,36,34,38,28,37,51
MT024,SF005,40,32,39,41,28,33,32,32,43,26
MT027,SF005,38,24,32,35,43,39,51,46,38,59
MT034,SF005,43,48,34,35,38,46,50,32,47,46
MT001,SF006,41,25,22,51,28,41,28,42,38,38
MT004,SF006,36,49,46,26,32,23,30,38,21,25
MT005,SF006,24,52,46,36,26,24,34,29,39,29
MT007,SF006,25,31,28,21,51,21,35,25,26,28
MT008,SF006,38,37,41,25,33,47,33,31,26,26
MT009,SF006,53,29,28,24,38,34,34,33,37,41
MT010,SF006,24,26,27,53,42,29,24,45,35,34
MT011,SF006,52,25,32,33,36,54,22,34,32,24
MT013,SF006,39,48,43,37,39,56,46,23,30,43
MT014,SF006,53,26,27,48,38,23,39,55,34,38
MT016,SF006,31,35,20,37,22,31,31,41,48,51
MT017,SF006,38,26,44,48,45,43,43,39,57,32
MT018,SF006,40,34,33,31,37,33,27,51,35,51
MT019,SF006,33,28,29,27,21,31,37,31,26,31
MT020,SF006,53,24,27,29,32,26,48,24,42,36
MT025,SF006,49,33,49,27,49,30,36,38,34,31
MT026,SF006,38,27,44,45,34,40,46,22,30,36
MT028,SF006,51,44,32,56,47,39,33,35,58,34
MT029,SF006,42,24,36,44,19,21,37,48,35,27
MT030,SF006,41,35,39,34,43,35,32,48,36,29
MT031,SF006,30,51,32,33,42,36,38,27,21,43
MT032,SF006,31,28,55,52,29,42,24,41,27,40
MT033,SF006,27,30,56,21,41,27,31,31,25,29
MT035,SF006,42,30,48,36,32,26,36,26,22,34
MT036,SF006,19,27,26,41,37,26,31,28,34,38
MT021,SF006,117,109,87,93,87,85,68,69,87,74
MT023,SF006,123,110,115,84,106,88,109,109,98,81
MT002,SF006,17,23,29,27,16,28,24,31,22,22
MT003,SF006,30,27,15,20,25,19,14,22,30,18
MT006,SF006,18,24,19,21,16,12,20,20,23,20
MT012,SF006,31,19,23,15,32,23,20,17,32,21
MT015,SF006,16,27,17,13,32,17,20,31,18,22
MT022,SF006,16,19,15,23,23,14,15,32,34,12
MT024,SF006,14,26,26,18,31,24,22,24,24,31
MT027,SF006,23,22,24,20,22,19,30,34,18,29
MT034,SF006,25,14,23,18,25,20,18,26,23,22
MT001,SF007,69,102,99,90,133,127,81,95,97,112
MT004,SF007,118,144,130,70,70,119,91,96,92,100
MT005,SF007,87,107,88,71,92,145,85,99,86,69
MT007,SF007,80,79,96,52,53,114,83,73,103,77
MT008,SF007,96,88,95,87,93,97,87,85,55,73
MT009,SF007,104,71,98,104,102,122,97,84,88,60
MT010,SF007,79,89,79,60,63,88,67,73,76,69
MT011,SF007,80,100,88,125,65,84,84,108,85,131
MT013,SF007,82,90,86,73,59,82,54,91,100,107
MT014,SF007,58,108,125,108,143,76,85,52,111,54
MT016,SF007,77,102,94,115,97,86,101,131,111,117
MT017,SF007,125,106,97,83,72,80,86,58,54,84
MT018,SF007,86,90,86,115,96,101,74,63,74,92
MT019,SF007,55,72,62,80,104,88,81,109,106,71
MT020,SF007,101,68,107,86,55,97,68,83,115,71
MT025,SF007,117,96,95,97,98,58,101,110,88,78
MT026,SF007,103,102,108,96,58,119,70,64,94,75
MT028,SF007,141,146,71,105,50,128,89,85,75,74
MT029,SF007,69,98,89,62,92,69,104,100,92,99
MT030,SF007,81,80,92,68,76,91,99,92,98,94
MT031,SF007,58,82,68,114,81,77,100,51,84,133
MT032,SF007,69,62,71,65,66,92,80,60,55,90
MT033,SF007,53,132,97,62,92,140,90,78,72,108
MT035,SF007,134,150,114,85,70,148,111,98,102,77
MT036,SF007,108,72,120,123,69,122,112,95,94,88
MT021,SF007,200,139,170,151,297,202,152,235,154,168
MT023,SF007,205,253,156,147,133,175,143,176,232,203
MT002,SF007,27,28,40,44,34,19,33,18,28,22
MT003,SF007,27,28,26,30,19,42,28,38,23,43
MT006,SF007,40,37,18,26,32,20,20,29,28,27
MT012,SF007,40,31,32,37,26,45,24,32,27,23
MT015,SF007,22,33,25,26,28,17,36,21,23,30
MT022,SF007,23,30,21,25,29,31,38,26,19,32
MT024,SF007,31,21,40,25,21,36,37,38,35,35
MT027,SF007,31,28,21,27,29,21,35,28,32,29
MT034,SF007,22,32,41,32,42,45,21,17,33,34
MT001,SF008,52,71,105,50,88,70,111,91,57,78
MT004,SF008,48,77,58,79,45,85,75,77,75,86
MT005,SF008,47,88,117,117,65,44,78,82,53,70
MT007,SF008,95,104,65,121,72,115,69,69,76,68
MT008,SF008,62,42,85,54,80,107,66,54,59,70
MT009,SF008,101,112,49,76,62,79,104,96,66,94
MT010,SF008,57,96,120,61,73,62,67,46,120,41
MT011,SF008,53,84,69,108,62,93,73,62,52,57
MT013,SF008,83,83,113,46,61,50,60,81,76,43
MT014,SF008,60,95,76,105,56,68,65,64,88,112
MT016,SF008,64,118,97,52,62,96,54,95,93,90
MT017,SF008,82,114,72,79,71,60,72,94,46,53
MT018,SF008,52,56,105,58,60,92,44,62,48,65
MT019,SF008,58,110,83,104,49,55,56,88,52,60
MT020,SF008,59,56,67,57,118,56,60,56,98,84
MT025,SF008,83,65,110,67,54,60,86,62,77,72
MT026,SF008,77,112,108,57,52,65,75,111,65,75
MT028,SF008,94,98,72,93,74,81,64,88,117,45
MT029,SF008,98,81,93,74,73,74,101,71,101,65
MT030,SF008,115,93,78,64,46,108,68,55,83,80
MT031,SF008,55,58,55,84,78,81,105,120,62,81
MT032,SF008,54,93,99,72,65,101,81,65,121,56
MT033,SF008,116,50,58,82,77,65,66,118,55,87
MT035,SF008,75,60,81,50,60,75,71,62,60,58
MT036,SF008,83,53,69,77,71,68,64,78,67,79
MT021,SF008,295,245,166,303,256,298,364,405,291,395
MT023,SF008,234,363,208,276,389,243,442,237,216,371
MT002,SF008,15,24,26,27,26,19,20,22,21,16
MT003,SF008,21,33,24,17,26,31,26,22,19,26
MT006,SF008,21,29,23,23,21,26,34,24,27,14
MT012,SF008,39,27,29,36,26,23,32,33,35,23
MT015,SF008,29,36,22,31,31,21,14,16,29,21
MT022,SF008,19,18,17,17,22,25,19,21,31,19
MT024,SF008,18,31,18,20,15,16,31,19,20,28
MT027,SF008,36,29,22,19,33,23,19,16,23,25
MT034,SF008,27,17,17,16,32,23,34,28,26,21
MT001,SF009,73,78,85,106,72,84,93,109,65,74
MT004,SF009,88,122,111,79,124,59,94,48,85,60
MT005,SF009,112,118,79,82,61,88,96,91,103,87
MT007,SF009,113,85,96,121,93,103,97,137,147,86
MT008,SF009,119,89,83,89,108,82,81,92,87,77
MT009,SF009,125,121,105,100,71,80,69,99,122,52
MT010,SF009,77,109,120,82,77,117,63,100,101,121
MT011,SF009,108,63,95,73,121,84,105,60,83,127
MT013,SF009,102,53,94,101,116,113,121,84,88,122
MT014,SF009,84,128,65,100,66,66,75,93,59,90
MT016,SF009,76,65,95,102,91,84,123,106,87,100
MT017,SF009,96,109,84,91,103,81,85,76,102,90
MT018,SF009,102,131,82,100,80,124,82,112,110,128
MT019,SF009,119,98,97,125,101,105,78,115,74,71
MT020,SF009,92,93,82,71,72,102,61,78,87,124
MT025,SF009,89,82,84,103,77,100,108,75,122,101
MT026,SF009,111,105,100,85,136,93,57,129,85,61
MT028,SF009,68,98,88,94,103,69,135,94,70,94
MT029,SF009,102,62,84,101,87,102,66,90,112,95
MT030,SF009,51,101,118,52,84,107,63,92,99,68
MT031,SF009,113,84,99,128,78,83,125,107,101,85
MT032,SF009,114,93,115,74,120,141,86,101,92,118
MT033,SF009,77,86,114,60,60,85,72,86,88,82
MT035,SF009,56,81,94,56,110,78,79,146,81,98
MT036,SF009,76,60,80,94,135,107,53,93,71,68
MT021,SF009,295,297,287,172,327,244,323,265,268,284
MT023,SF009,289,306,235,220,252,323,332,425,231,274
MT002,SF009,26,30,20,20,35,25,21,23,30,25
MT003,SF009,22,22,27,25,21,21,26,24,25,19
MT006,SF009,22,26,24,35,22,20,27,25,30,32
MT012,SF009,26,21,28,16,24,24,20,14,15,26
MT015,SF009,20,31,28,19,26,24,22,29,18,19
MT022,SF009,13,24,21,20,21,18,26,25,21,22
MT024,SF009,22,29,20,15,18,22,15,20,25,30
MT027,SF009,14,14,20,31,22,18,18,23,20,28
MT034,SF009,34,26,21,19,30,22,28,14,32,27
MT001,SF010,53,82,45,61,52,99,72,65,65,50
MT004,SF010,58,51,84,46,61,74,68,60,72,81
MT005,SF010,73,90,61,57,107,100,65,100,45,51
MT007,SF010,98,76,64,72,88,67,70,78,80,91
MT008,SF010,108,102,79,80,82,71,58,58,78,65
MT009,SF010,87,69,52,60,83,55,46,60,50,93
MT010,SF010,89,73,50,65,52,56,56,72,65,42
MT011,SF010,111,61,76,82,106,51,83,95,77,101
MT013,SF010,115,67,73,50,93,52,74,50,53,76
MT014,SF010,72,81,58,95,106,68,98,78,48,51
MT016,SF010,58,75,80,116,56,73,78,55,58,63
MT017,SF010,44,85,59,75,69,82,58,103,62,70
MT018,SF010,52,72,88,82,60,60,86,61,61,60
MT019,SF010,105,45,56,93,70,63,73,47,108,63
MT020,SF010,52,80,82,89,75,57,106,66,70,61
MT025,SF010,65,78,62,69,68,78,66,66,63,52
MT026,SF010,55,48,67,74,96,45,50,58,51,82
MT028,SF010,84,60,84,61,84,65,74,52,51,65
MT029,SF010,55,70,98,110,110,77,57,73,82,83
MT030,SF010,64,73,48,65,47,67,87,81,38,50
MT031,SF010,59,77,55,70,40,99,45,101,68,51
MT032,SF010,96,49,98,65,63,67,69,47,108,48
MT033,SF010,54,75,111,53,88,72,81,80,84,42
MT035,SF010,84,60,101,65,81,62,98,58,61,74
MT036,SF010,84,95,76,77,82,55,106,73,59,62
MT021,SF010,161,159,210,187,186,190,189,234,149,298
MT023,SF010,211,162,132,189,112,179,264,163,122,170
MT002,SF010,72,34,57,61,36,26,45,42,30,49
MT003,SF010,37,34,46,40,37,62,67,52,51,42
MT006,SF010,32,45,36,47,42,27,61,59,70,35
MT012,SF010,41,27,62,27,57,53,50,39,30,29
MT015,SF010,38,67,40,41,46,56,40,33,32,42
MT022,SF010,35,66,44,66,44,45,60,45,54,43
MT024,SF010,43,38,33,42,52,59,30,30,32,37
MT027,SF010,28,56,50,30,39,59,45,38,40,24
MT034,SF010,57,38,37,34,43,60,44,43,48,32
MT001,SF011,77,50,107,70,70,104,86,75,76,85
MT004,SF011,91,79,56,108,85,85,112,82,73,121
MT005,SF011,78,92,69,98,105,89,61,97,87,125
MT007,SF011,75,121,88,84,67,85,121,120,119,50
MT008,SF011,89,104,94,98,86,99,50,98,75,98
MT009,SF011,58,100,109,101,86,95,78,51,87,90
MT010,SF011,105,72,70,112,84,102,83,65,118,74
MT011,SF011,86,75,103,86,82,66,114,70,92,135
MT013,SF011,98,117,103,100,63,81,63,126,73,102
MT014,SF011,102,74,121,113,135,91,103,80,85,70
MT016,SF011,137,115,69,115,56,83,80,68,73,60
MT017,SF011,74,76,92,109,58,114,68,68,75,62
MT018,SF011,63,135,55,99,73,67,50,75,99,122
MT019,SF011,118,77,91,108,57,127,76,80,55,53
MT020,SF011,109,115,80,90,75,112,75,82,68,118
MT025,SF011,64,72,124,91,60,91,121,67,68,70
MT026,SF011,104,83,117,72,106,117,101,87,92,77
MT028,SF011,89,62,82,137,119,81,73,97,94,106
MT029,SF011,119,74,96,121,91,58,59,121,111,81
MT030,SF011,58,135,80,98,72,86,94,47,101,62
MT031,SF011,70,114,112,76,120,62,119,83,51,48
MT032,SF011,90,94,107,70,79,68,122,79,67,70
MT033,SF011,108,89,77,68,90,92,108,86,107,79
MT035,SF011,92,86,50,56,74,113,69,90,79,62
MT036,SF011,118,61,55,117,89,125,96,123,96,122
MT021,SF011,282,203,401,373,267,218,254,244,307,198
MT023,SF011,373,255,228,301,262,175,358,384,293,236
MT002,SF011,40,72,72,38,37,47,47,35,68,49
MT003,SF011,65,54,57,47,38,73,50,48,44,54
MT006,SF011,40,50,55,32,50,67,51,43,40,53
MT012,SF011,60,51,27,72,51,41,64,48,65,62
MT015,SF011,47,53,54,68,49,41,57,56,42,38
MT022,SF011,46,79,41,58,72,38,50,58,48,60
MT024,SF011,41,67,40,34,39,61,55,29,38,41
MT027,SF011,67,44,36,42,46,59,28,65,49,60
MT034,SF011,58,59,49,52,51,54,26,57,59,46
MT001,SF012,90,76,71,79,94,82,100,118,61,76
MT004,SF012,58,79,103,88,65,101,62,91,92,105
MT005,SF012,48,59,71,63,85,107,64,113,95,74
MT007,SF012,106,65,48,70,112,55,83,70,53,75
MT008,SF012,122,71,99,100,132,116,70,73,69,68
MT009,SF012,70,83,102,61,103,69,61,74,78,54
MT010,SF012,74,83,71,43,78,65,100,84,51,94
MT011,SF012,124,52,81,99,84,88,65,96,113,67
MT013,SF012,89,99,57,101,111,124,63,62,54,87
MT014,SF012,58,87,105,70,82,77,114,82,96,73
MT016,SF012,105,68,106,76,98,60,65,99,77,111
MT017,SF012,99,49,93,87,56,73,79,88,86,71
MT018,SF012,129,69,75,50,87,55,68,59,87,59
MT019,SF012,100,98,75,78,111,94,80,111,115,81
MT020,SF012,99,99,93,62,51,94,97,112,82,62
MT025,SF012,101,71,78,70,76,73,73,58,61,60
MT026,SF012,93,56,125,104,75,58,105,81,102,70
MT028,SF012,118,76,125,87,79,77,81,66,117,77
MT029,SF012,101,98,87,60,91,90,124,44,93,72
MT030,SF012,84,76,92,60,66,96,64,104,62,97
MT031,SF012,69,96,103,103,65,124,72,58,44,80
MT032,SF012,60,82,108,78,114,67,101,74,109,127
MT033,SF012,66,110,97,118,58,108,81,90,78,84
MT035,SF012,128,73,115,81,46,74,128,74,125,78
MT036,SF012,58,67,115,112,80,105,69,112,47,71
MT021,SF012,332,316,149,223,249,162,353,147,203,355
MT023,SF012,298,245,227,285,261,207,341,309,261,320
MT002,SF012,82,64,64,88,66,95,66,49,62,72
MT003,SF012,86,80,107,81,86,51,63,50,74,70
MT006,SF012,62,60,56,66,56,60,102,67,56,79
MT012,SF012,110,60,101,76,43,72,64,55,49,74
MT015,SF012,53,90,49,44,46,92,57,51,85,55
MT022,SF012,72,96,49,47,95,52,74,73,40,42
MT024,SF012,63,88,60,73,42,88,87,58,77,66
MT027,SF012,56,49,45,70,79,55,55,72,58,76
MT034,SF012,91,51,58,96,93,38,77,82,64,74
MT001,SF013,99,109,94,67,100,112,83,52,52,80
MT004,SF013,55,57,61,97,102,62,100,62,106,80
MT005,SF013,58,65,89,60,80,52,109,62,100,71
MT007,SF013,45,118,104,105,96,58,80,61,77,111
MT008,SF013,61,68,58,77,59,54,98,67,84,107
MT009,SF013,71,107,67,81,82,98,79,94,65,48
MT010,SF013,63,101,63,95,56,50,83,74,93,114
MT011,SF013,71,89,53,105,74,101,62,50,67,120
MT013,SF013,59,106,62,62,79,98,72,85,66,129
MT014,SF013,55,58,81,72,98,104,50,74,67,83
MT016,SF013,87,105,68,46,82,64,74,55,116,93
MT017,SF013,83,110,113,58,86,111,96,84,76,75
MT018,SF013,64,91,100,126,62,63,63,64,76,67
MT019,SF013,64,71,100,68,88,61,67,67,75,75
MT020,SF013,78,83,84,114,82,66,55,101,115,78
MT025,SF013,49,58,107,95,54,59,52,67,98,91
MT026,SF013,85,97,112,121,90,79,51,77,108,80
MT028,SF013,101,67,45,94,114,84,111,75,88,101
MT029,SF013,107,84,51,51,60,58,105,94,69,114
MT030,SF013,90,100,69,80,60,110,93,54,68,77
MT031,SF013,80,74,64,87,73,104,99,76,72,49
MT032,SF013,91,104,89,105,81,102,83,115,93,90
MT033,SF013,67,53,93,83,90,74,74,96,46,103
MT035,SF013,72,53,104,75,84,89,109,60,98,98
MT036,SF013,59,88,68,69,79,75,69,51,103,71
MT021,SF013,237,252,383,289,308,249,251,197,216,424
MT023,SF013,175,368,212,415,338,230,405,184,376,233
MT002,SF013,36,40,37,45,44,43,28,35,36,60
MT003,SF013,40,26,34,24,39,23,41,27,24,24
MT006,SF013,32,37,41,41,38,26,37,30,49,58
MT012,SF013,46,23,40,32,46,32,38,30,30,47
MT015,SF013,26,23,35,21,34,37,53,41,33,30
MT022,SF013,23,46,36,36,53,35,34,35,24,57
MT024,SF013,37,43,49,26,19,52,32,28,48,31
MT027,SF013,38,35,52,42,39,32,35,24,30,50
MT034,SF013,39,31,28,42,42,59,38,47,23,46
MT001,SF014,27,38,32,42,27,26,48,34,34,27
MT004,SF014,34,28,31,43,27,34,44,29,37,35
MT005,SF014,38,43,39,37,40,38,46,43,34,39
MT007,SF014,41,30,44,26,41,31,32,37,37,40
MT008,SF014,45,50,39,38,30,26,45,49,29,53
MT009,SF014,51,38,37,38,34,34,35,31,52,55
MT010,SF014,29,37,48,52,36,35,52,33,27,40
MT011,SF014,48,45,36,20,46,44,60,26,21,35
MT013,SF014,39,49,46,33,28,20,40,40,55,50
MT014,SF014,25,39,59,43,23,33,37,39,30,42
MT016,SF014,29,38,59,45,44,42,39,24,48,32
MT017,SF014,28,33,26,41,52,31,44,34,24,53
MT018,SF014,27,44,31,30,27,31,30,47,35,47
MT019,SF014,29,35,37,41,38,37,44,44,35,34
MT020,SF014,28,31,23,57,47,37,30,24,42,29
MT025,SF014,30,26,26,40,54,21,30,49,24,39
MT026,SF014,33,40,30,26,44,41,20,31,30,48
MT028,SF014,36,30,20,50,35,39,44,28,52,26
MT029,SF014,39,34,25,29,43,34,27,22,29,37
MT030,SF014,41,29,45,33,25,28,35,36,45,46
MT031,SF014,35,33,25,47,37,24,41,30,33,55
MT032,SF014,31,51,21,48,32,41,29,26,25,23
MT033,SF014,40,31,46,27,40,33,33,28,34,24
MT035,SF014,30,46,34,28,41,29,29,28,35,26
MT036,SF014,46,41,46,32,52,20,27,39,53,33
MT021,SF014,89,109,125,77,81,104,130,131,144,64
MT023,SF014,77,152,71,106,78,85,107,59,114,136
MT002,SF014,38,21,41,35,28,30,24,42,22,27
MT003,SF014,23,32,39,23,23,32,21,39,34,35
MT006,SF014,21,38,36,27,22,41,27,32,25,27
MT012,SF014,28,29,41,30,25,24,32,43,31,37
MT015,SF014,28,19,16,20,39,29,17,18,24,29
MT022,SF014,32,26,27,33,26,21,31,18,28,41
MT024,SF014,38,33,28,38,24,28,33,17,25,17
MT027,SF014,24,27,25,24,41,20,17,22,32,15
MT034,SF014,30,41,31,30,22,27,26,24,17,32
MT001,SF015,85,51,67,78,72,83,85,78,58,64
MT004,SF015,63,69,69,120,108,78,69,63,66,74
MT005,SF015,100,66,89,74,78,54,73,64,92,73
MT007,SF015,80,85,73,67,110,68,103,75,80,62
MT008,SF015,86,81,75,79,84,111,132,80,114,100
MT009,SF015,110,45,91,52,94,83,70,76,106,114
MT010,SF015,105,77,88,70,66,103,70,85,109,105
MT011,SF015,48,50,117,96,71,103,84,72,63,84
MT013,SF015,53,94,75,89,76,83,76,104,47,72
MT014,SF015,118,116,98,81,99,60,84,132,108,55
MT016,SF015,60,54,109,77,88,62,80,70,63,90
MT017,SF015,91,93,50,75,61,114,88,103,62,99
MT018,SF015,87,112,68,60,133,100,63,50,55,110
MT019,SF015,78,99,87,68,57,98,67,98,95,75
MT020,SF015,92,76,105,75,100,90,48,72,97,75
MT025,SF015,53,79,77,60,46,94,75,66,87,100
MT026,SF015,96,94,46,55,84,78,53,107,100,107
MT028,SF015,113,85,91,72,66,110,83,83,53,91
MT029,SF015,51,85,71,81,92,108,71,67,108,70
MT030,SF015,81,75,54,63,118,61,94,61,62,105
MT031,SF015,89,87,59,81,71,65,67,109,78,61
MT032,SF015,102,83,71,65,79,107,87,78,114,81
MT033,SF015,114,75,69,103,91,64,70,74,58,77
MT035,SF015,80,65,106,87,56,57,93,82,58,79
MT036,SF015,63,83,80,64,82,79,117,100,64,90
MT021,SF015,320,346,282,250,346,297,352,388,243,395
MT023,SF015,204,347,293,291,316,254,219,241,201,257
MT002,SF015,27,33,25,22,29,33,21,50,33,30
MT003,SF015,32,20,28,25,28,40,32,31,37,28
MT006,SF015,33,34,19,30,41,37,38,42,26,33
MT012,SF015,26,40,44,28,31,27,17,40,29,50
MT015,SF015,27,44,21,26,27,27,36,44,30,29
MT022,SF015,32,47,31,20,21,34,42,23,38,34
MT024,SF015,32,29,19,35,29,20,22,26,22,31
MT027,SF015,41,44,33,29,19,23,36,48,25,22
MT034,SF015,18,31,24,27,26,33,44,27,34,32
MT001,SF016,41,37,27,62,44,40,34,44,40,64
MT004,SF016,45,29,48,26,50,25,48,45,35,44
MT005,SF016,47,55,48,55,55,40,37,38,38,31
MT007,SF016,39,31,59,43,38,61,57,26,49,45
MT008,SF016,49,57,40,60,38,39,30,64,35,46
MT009,SF016,39,26,48,33,41,60,54,45,48,42
MT010,SF016,27,31,45,42,41,51,47,54,44,40
MT011,SF016,45,51,36,48,63,64,26,48,40,38
MT013,SF016,46,50,23,37,49,36,68,67,40,37
MT014,SF016,59,50,34,48,44,67,43,58,35,43
MT016,SF016,54,52,54,52,31,39,37,50,48,51
MT017,SF016,37,46,46,55,41,44,42,61,61,41
MT018,SF016,34,32,38,73,51,33,56,50,38,26
MT019,SF016,43,44,31,36,69,34,55,42,43,49
MT020,SF016,39,52,69,70,40,47,68,33,29,26
MT025,SF016,34,43,34,46,34,54,42,35,44,46
MT026,SF016,48,46,63,46,42,55,36,72,68,58
MT028,SF016,50,29,65,41,31,57,43,33,47,51
MT029,SF016,49,35,41,49,57,62,48,36,63,42
MT030,SF016,39,43,53,38,62,38,32,48,42,38
MT031,SF016,60,41,67,52,48,45,30,39,39,47
MT032,SF016,43,50,47,35,34,34,52,33,40,62
MT033,SF016,53,42,54,51,35,37,67,65,29,43
MT035,SF016,35,44,48,44,40,67,55,30,46,52
MT036,SF016,35,56,32,36,46,47,37,33,46,35
MT021,SF016,135,65,92,89,74,76,100,130,101,79
MT023,SF016,102,122,114,100,89,116,95,83,73,78
MT002,SF016,20,24,21,20,26,22,18,21,27,21
MT003,SF016,22,21,19,15,27,29,17,28,20,25
MT006,SF016,21,17,27,31,25,16,34,17,23,35
MT012,SF016,18,30,23,21,14,29,28,26,23,17
MT015,SF016,30,28,20,20,28,16,18,19,15,26
MT022,SF016,25,23,23,29,12,17,25,12,22,20
MT024,SF016,21,24,17,19,19,17,27,21,25,19
MT027,SF016,13,21,32,29,30,29,32,26,34,24
MT034,SF016,12,20,23,17,13,22,13,22,19,20
MT001,SF017,61,86,72,76,80,105,87,98,94,64
MT004,SF017,113,72,78,46,73,81,75,52,95,58
MT005,SF017,56,69,84,60,76,85,87,112,52,67
MT007,SF017,65,63,82,70,108,81,120,50,126,63
MT008,SF017,56,72,77,121,65,82,44,81,82,123
MT009,SF017,94,59,85,79,73,102,79,71,119,65
MT010,SF017,55,94,91,59,89,77,56,72,73,79
MT011,SF017,69,72,96,132,119,131,79,89,105,96
MT013,SF017,93,91,75,55,77,70,55,67,81,99
MT014,SF017,81,85,99,66,117,64,83,89,83,99
MT016,SF017,105,62,123,51,79,121,96,81,112,116
MT017,SF017,130,92,125,80,56,67,57,89,63,49
MT018,SF017,78,64,55,68,78,89,112,75,68,60
MT019,SF017,77,65,105,65,46,92,103,114,51,104
MT020,SF017,49,109,59,51,84,69,62,95,78,70
MT025,SF017,92,81,106,67,111,101,47,69,72,102
MT026,SF017,73,90,86,70,92,103,63,74,122,87
MT028,SF017,127,99,49,112,74,64,86,64,55,82
MT029,SF017,85,81,61,63,69,80,60,74,63,57
MT030,SF017,70,113,101,58,111,84,65,94,55,73
MT031,SF017,115,98,118,106,83,101,56,66,69,85
MT032,SF017,66,56,98,86,59,93,58,86,46,93
MT033,SF017,61,104,90,102,121,108,56,86,74,102
MT035,SF017,124,68,75,95,125,73,77,97,112,82
MT036,SF017,77,82,111,62,60,96,85,78,104,79
MT021,SF017,319,287,193,154,178,223,236,236,213,222
MT023,SF017,321,203,249,198,190,216,244,260,197,194
MT002,SF017,48,67,52,46,53,76,41,46,32,31
MT003,SF017,32,51,56,38,40,39,57,60,54,36
MT006,SF017,51,46,53,50,47,38,33,50,62,47
MT012,SF017,53,47,39,55,43,38,66,40,55,57
MT015,SF017,37,44,58,54,47,64,39,68,40,53
MT022,SF017,41,57,39,61,45,56,56,38,44,51
MT024,SF017,30,27,48,36,61,34,34,41,37,49
MT027,SF017,35,58,53,51,65,46,29,35,54,59
MT034,SF017,37,31,59,40,77,51,41,52,44,42
MT001,SF018,32,28,23,44,52,27,36,33,54,34
MT004,SF018,28,32,48,33,28,33,52,38,36,34
MT005,SF018,23,37,31,36,41,40,38,30,36,27
MT007,SF018,32,36,19,20,37,40,30,25,29,37
MT008,SF018,31,32,28,28,36,23,35,22,39,26
MT009,SF018,34,34,30,45,37,44,38,48,28,35
MT010,SF018,26,31,32,39,49,33,30,21,44,25
MT011,SF018,26,37,34,40,43,23,29,26,45,40
MT013,SF018,25,32,37,44,42,35,33,29,27,52
MT014,SF018,39,52,45,41,40,45,35,33,37,42
MT016,SF018,32,43,37,31,50,44,29,25,31,22
MT017,SF018,20,25,22,30,33,42,28,39,34,32
MT018,SF018,28,49,26,35,53,41,37,28,28,38
MT019,SF018,41,34,21,32,44,49,25,43,32,51
MT020,SF018,33,46,42,24,43,46,40,38,25,25
MT025,SF018,26,27,33,36,23,34,33,29,24,48
MT026,SF018,45,41,48,46,32,23,21,36,25,23
MT028,SF018,34,35,34,22,28,54,28,39,42,42
MT029,SF018,27,26,22,36,31,38,49,40,39,27
MT030,SF018,30,35,49,33,38,36,44,38,33,34
