MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT002,SF004,41,45,48,36,42,46,44,49,50,51
MT003,SF004,52,51,49,38,42,44,55,55,29,58
MT006,SF004,40,34,60,34,50,36,37,47,48,53
MT012,SF004,53,34,51,37,59,38,38,51,39,42
MT015,SF004,47,53,37,48,57,40,38,56,33,33
MT022,SF004,50,38,42,33,40,55,43,48,49,40
MT024,SF004,41,52,30,52,54,32,40,38,51,37
MT027,SF004,36,34,49,43,57,34,36,38,39,35
MT034,SF004,37,57,49,49,38,52,32,43,54,45
MT001,SF005,69,104,84,82,94,63,92,91,76,81
MT004,SF005,64,72,62,84,61,90,96,59,73,92
MT005,SF005,66,74,62,52,62,92,53,102,82,61
MT007,SF005,71,69,93,70,66,66,70,53,70,75
MT008,SF005,88,53,58,59,62,77,72,64,56,66
MT009,SF005,67,58,91,72,89,83,90,100,73,73
MT010,SF005,69,65,80,68,68,85,82,50,95,79
MT011,SF005,59,63,79,91,98,93,69,75,54,60
MT013,SF005,58,80,67,68,72,78,50,84,99,66
MT014,SF005,73,66,52,54,63,60,88,79,87,99
MT016,SF005,70,91,74,74,63,62,70,71,56,58
MT017,SF005,103,59,96,76,78,73,89,79,87,87
MT018,SF005,95,83,59,71,85,95,55,88,81,69
MT019,SF005,58,85,100,83,74,62,80,75,74,59
MT020,SF005,56,89,69,76,77,61,79,51,74,62
MT025,SF005,95,76,66,95,73,59,84,58,100,75
MT026,SF005,73,92,71,63,73,80,72,60,74,83
MT028,SF005,55,103,94,79,62,71,53,73,89,55
MT029,SF005,73,72,77,86,74,96,67,68,59,91
MT030,SF005,90,68,90,98,101,59,59,67,53,78
MT031,SF005,67,86,83,76,70,67,53,92,93,65
MT032,SF005,68,57,81,68,73,95,75,55,74,78
MT033,SF005,89,83,67,75,66,90,69,53,91,72
MT035,SF005,68,83,59,64,90,80,66,81,76,83
MT036,SF005,67,89,96,55,73,53,70,76,82,86
MT021,SF005,265,184,246,276,319,267,217,251,238,294
MT023,SF005,223,331,230,277,257,255,262,311,253,244
MT002,SF005,38,36,35,25,32,36,35,33,43,39
MT003,SF005,38,31,27,23,40,39,32,29,31,26
MT006,SF005,36,48,28,38,40,40,46,32,39,36
MT012,SF005,30,49,34,42,41,36,23,39,31,26
MT015,SF005,39,27,44,41,32,33,39,41,33,40
MT022,SF005,34,46,39,42,35,45,44,35,33,38
MT024,SF005,45,33,47,31,29,40,34,26,42,25
MT027,SF005,30,31,33,37,43,40,41,43,29,48
MT034,SF005,37,42,32,29,43,39,40,28,43,32
MT001,SF006,30,36,27,43,30,40,30,37,32,40
MT004,SF006,32,40,35,35,30,26,30,34,31,30
MT005,SF006,31,41,41,34,36,28,30,27,41,29
MT007,SF006,29,28,37,27,43,28,41,27,40,36
MT008,SF006,41,42,39,30,40,44,32,37,32,30
MT009,SF006,45,31,35,28,35,45,28,34,44,41
MT010,SF006,29,28,25,43,43,44,31,40,31,33
MT011,SF006,42,28,37,45,41,44,31,29,33,30
MT013,SF006,34,42,35,29,40,41,37,26,37,40
MT014,SF006,42,30,32,43,38,33,35,46,31,37
MT016,SF006,29,28,29,30,27,30,39,44,38,44
MT017,SF006,32,25,46,41,36,35,43,42,47,43
MT018,SF006,33,26,40,33,41,28,25,40,34,44
MT019,SF006,34,30,30,31,29,39,27,27,28,47
MT020,SF006,43,29,36,34,29,32,36,32,37,41
MT025,SF006,42,33,37,31,35,27,31,32,37,28
MT026,SF006,39,38,36,37,29,38,41,29,31,42
MT028,SF006,43,41,33,44,36,31,30,32,43,26
MT029,SF006,45,32,35,35,26,33,35,48,35,28
MT030,SF006,32,37,32,33,37,42,28,42,39,35
MT031,SF006,38,40,34,37,36,44,30,35,25,37
MT032,SF006,38,38,40,45,29,44,32,41,31,32
MT033,SF006,32,43,45,30,37,36,30,32,33,35
MT035,SF006,37,35,36,37,32,24,29,29,34,44
MT036,SF006,29,25,35,41,28,34,31,35,46,32
MT021,SF006,97,126,72,93,81,78,105,76,95,89
MT023,SF006,111,106,93,94,119,83,100,129,90,108
MT002,SF006,18,24,26,24,22,22,19,27,23,24
MT003,SF006,31,22,17,17,23,18,19,16,26,22
MT006,SF006,20,22,23,19,24,16,22,19,25,18
MT012,SF006,24,24,17,18,29,17,18,21,26,20
MT015,SF006,20,26,18,18,23,18,23,25,18,20
MT022,SF006,17,17,18,26,31,14,22,25,28,17
MT024,SF006,20,23,24,22,22,22,25,28,22,25
MT027,SF006,19,27,27,25,23,22,24,27,24,25
MT034,SF006,19,18,21,23,21,26,24,23,26,26
MT001,SF007,96,108,104,93,102,90,104,90,91,95
MT004,SF007,91,123,104,85,89,96,96,112,83,86
MT005,SF007,63,87,66,86,95,130,114,98,75,102
MT007,SF007,73,79,97,63,72,82,111,75,123,78
MT008,SF007,89,87,87,78,69,97,78,122,74,79
MT009,SF007,88,84,74,108,98,91,96,70,122,63
MT010,SF007,69,81,98,71,62,82,68,85,79,85
MT011,SF007,111,85,117,115,94,97,104,91,72,126
MT013,SF007,72,73,98,75,71,79,69,89,85,98
MT014,SF007,63,128,97,83,104,68,84,70,103,67
MT016,SF007,79,114,78,98,74,75,109,110,90,109
MT017,SF007,116,97,103,95,69,67,94,76,78,92
MT018,SF007,87,94,110,109,73,85,84,65,104,83
MT019,SF007,70,71,67,73,73,94,83,112,87,71
MT020,SF007,93,86,107,117,78,85,72,127,106,92
MT025,SF007,97,96,100,120,71,82,86,99,102,82
MT026,SF007,110,85,97,69,73,107,71,84,83,88
MT028,SF007,120,119,83,109,65,116,113,73,80,93
MT029,SF007,88,81,99,79,103,102,113,93,85,93
MT030,SF007,69,123,76,80,73,71,122,105,98,114
MT031,SF007,81,117,103,124,64,102,91,77,79,104
MT032,SF007,88,89,74,90,74,114,74,81,73,92
MT033,SF007,66,117,78,75,80,120,76,64,72,120
MT035,SF007,110,104,95,99,70,111,121,96,100,78
MT036,SF007,109,92,92,120,76,114,117,88,109,92
MT021,SF007,188,183,241,173,253,165,140,244,214,190
MT023,SF007,176,237,152,175,140,168,173,146,223,194
MT002,SF007,36,25,33,37,26,22,32,20,24,30
MT003,SF007,22,21,32,33,28,35,23,28,23,36
MT006,SF007,29,31,25,31,34,23,30,27,35,22
MT012,SF007,35,34,29,39,21,36,26,34,26,34
MT015,SF007,27,30,24,26,31,25,31,20,27,24
MT022,SF007,31,24,28,27,31,30,35,31,27,33
MT024,SF007,31,25,33,36,24,28,35,29,35,28
MT027,SF007,31,37,27,26,29,32,29,28,33,28
MT034,SF007,28,32,30,32,35,33,24,22,34,32
MT001,SF008,69,75,90,67,76,62,95,77,56,85
MT004,SF008,61,77,87,88,63,67,92,60,61,89
MT005,SF008,57,106,102,94,81,68,69,78,60,86
MT007,SF008,70,103,83,89,82,91,59,68,56,88
MT008,SF008,84,57,85,55,61,101,63,76,68,73
MT009,SF008,86,99,55,89,56,101,92,90,61,82
MT010,SF008,69,75,93,64,77,79,51,58,99,51
MT011,SF008,71,93,61,89,64,76,64,92,57,65
MT013,SF008,87,83,97,56,57,74,63,68,81,56
MT014,SF008,59,75,61,95,63,64,77,78,90,86
MT016,SF008,50,100,104,55,78,87,62,92,87,89
MT017,SF008,86,85,69,83,81,65,75,74,54,70
MT018,SF008,72,80,85,69,77,95,60,81,68,82
MT019,SF008,63,100,70,84,57,61,63,93,67,57
MT020,SF008,58,50,82,75,85,60,86,58,86,86
MT025,SF008,89,65,87,95,66,69,82,80,88,86
MT026,SF008,79,98,87,62,53,89,87,91,78,90
MT028,SF008,87,85,58,84,64,87,78,83,106,62
MT029,SF008,86,76,86,94,88,96,103,100,87,68
MT030,SF008,81,86,59,72,57,88,75,69,90,75
MT031,SF008,54,73,68,72,60,67,84,102,78,77
MT032,SF008,65,82,78,86,91,101,92,59,98,65
MT033,SF008,91,62,65,74,85,56,71,93,76,86
MT035,SF008,91,62,70,75,62,59,70,57,61,79
MT036,SF008,66,64,74,84,65,80,84,97,64,80
MT021,SF008,356,262,219,290,324,277,333,354,369,322
MT023,SF008,298,346,252,321,359,315,333,227,315,375
MT002,SF008,22,30,20,21,20,19,21,20,18,20
MT003,SF008,23,28,23,19,20,32,30,26,19,29
MT006,SF008,22,23,21,18,18,24,30,24,26,19
MT012,SF008,34,21,31,33,32,19,29,34,32,31
MT015,SF008,29,26,33,27,25,20,18,22,22,17
MT022,SF008,20,22,18,21,23,29,18,23,31,24
MT024,SF008,25,26,25,28,16,21,32,23,23,28
MT027,SF008,33,33,30,25,33,21,22,23,18,26
MT034,SF008,28,20,26,24,33,29,27,27,23,24
MT001,SF009,108,90,70,104,86,96,108,93,91,84
MT004,SF009,81,103,98,83,105,77,96,76,99,72
MT005,SF009,94,107,108,69,88,76,113,105,81,118
MT007,SF009,122,77,120,105,79,89,93,106,104,116
MT008,SF009,100,84,104,69,76,70,92,113,75,85
MT009,SF009,109,110,78,72,89,101,88,81,94,73
MT010,SF009,80,95,102,93,89,86,71,89,93,121
MT011,SF009,98,65,85,85,107,68,109,75,75,110
MT013,SF009,89,60,83,98,101,108,106,84,67,109
MT014,SF009,114,99,79,82,74,80,68,75,82,76
MT016,SF009,114,91,89,101,113,98,113,91,97,73
MT017,SF009,102,87,113,105,98,79,77,111,106,86
MT018,SF009,118,112,60,104,94,116,70,104,98,89
MT019,SF009,97,102,76,90,106,100,72,86,68,73
MT020,SF009,73,85,103,86,85,100,73,80,75,93
MT025,SF009,81,111,120,85,98,84,104,87,89,117
MT026,SF009,114,84,91,105,118,85,74,99,68,81
MT028,SF009,67,94,92,107,81,95,103,76,89,70
MT029,SF009,102,68,116,81,114,104,72,111,95,121
MT030,SF009,60,81,113,67,73,99,71,85,100,63
MT031,SF009,122,69,97,107,118,90,116,120,93,94
MT032,SF009,93,84,89,90,102,113,106,96,82,101
MT033,SF009,93,96,88,70,71,93,82,67,91,84
MT035,SF009,74,94,98,73,97,68,116,118,100,97
MT036,SF009,96,71,95,116,105,120,69,114,99,68
MT021,SF009,403,321,349,225,334,209,414,279,226,240
MT023,SF009,342,321,284,297,223,245,296,368,269,223
MT002,SF009,26,28,16,24,24,20,29,17,26,26
MT003,SF009,21,28,19,20,27,19,26,29,26,20
MT006,SF009,26,18,24,27,20,16,21,26,24,27
MT012,SF009,25,26,27,25,25,18,23,19,17,26
MT015,SF009,26,27,27,21,25,23,27,24,23,18
MT022,SF009,19,25,16,21,25,19,27,26,26,17
MT024,SF009,22,25,17,16,26,16,19,22,28,27
MT027,SF009,19,18,20,24,22,26,20,23,22,32
MT034,SF009,27,22,23,30,25,22,25,18,29,26
MT001,SF010,74,72,57,74,60,78,62,72,52,58
MT004,SF010,85,72,72,58,71,84,88,58,88,90
MT005,SF010,68,76,62,58,86,90,89,86,53,63
MT007,SF010,78,74,77,58,82,83,70,100,68,90
MT008,SF010,85,86,68,88,76,67,62,66,75,72
MT009,SF010,86,79,60,50,70,73,49,88,53,91
MT010,SF010,66,55,74,59,75,53,57,88,66,52
MT011,SF010,94,70,62,82,91,70,82,82,68,87
MT013,SF010,84,62,81,63,80,70,86,60,59,74
MT014,SF010,77,64,77,84,84,60,75,87,55,69
MT016,SF010,69,76,69,88,69,70,62,54,69,92
MT017,SF010,51,93,53,66,63,68,70,91,54,52
MT018,SF010,61,62,85,75,55,70,60,58,65,47
MT019,SF010,76,57,57,85,67,80,96,58,84,50
MT020,SF010,54,87,82,71,66,68,94,76,58,82
MT025,SF010,96,90,53,61,74,82,82,82,86,54
MT026,SF010,53,58,86,65,75,63,62,87,59,77
MT028,SF010,97,66,77,58,69,84,67,54,56,66
MT029,SF010,64,72,83,87,83,83,63,73,86,84
MT030,SF010,74,67,51,57,57,63,78,87,59,58
MT031,SF010,66,96,64,85,50,87,56,83,86,63
MT032,SF010,75,61,96,69,60,53,79,53,98,73
MT033,SF010,68,86,86,55,97,59,72,64,76,49
MT035,SF010,66,64,80,73,87,62,81,58,96,71
MT036,SF010,70,87,65,70,80,56,90,61,60,85
MT021,SF010,161,162,266,199,194,144,200,208,155,226
MT023,SF010,169,167,179,209,146,269,238,177,184,170
MT002,SF010,59,31,51,49,37,35,40,34,34,60
MT003,SF010,32,46,50,54,32,55,55,55,42,36
MT006,SF010,43,43,44,43,36,36,56,48,56,38
MT012,SF010,38,36,56,35,49,47,38,38,32,30
MT015,SF010,55,55,34,34,44,45,40,38,43,47
MT022,SF010,46,50,40,48,36,34,54,48,49,51
MT024,SF010,39,40,47,50,48,55,38,39,33,33
MT027,SF010,39,53,37,41,33,57,36,44,35,31
MT034,SF010,50,43,44,36,57,49,50,56,50,34
MT001,SF011,69,63,82,75,75,107,93,82,111,70
MT004,SF011,69,89,73,106,73,90,94,77,63,95
MT005,SF011,65,85,91,77,93,88,70,108,101,101
MT007,SF011,94,102,78,68,69,111,122,106,100,67
MT008,SF011,69,105,83,99,71,102,72,106,88,100
MT009,SF011,65,100,98,114,67,122,90,67,69,82
MT010,SF011,95,88,78,99,94,93,80,62,105,105
MT011,SF011,88,73,115,99,73,72,97,86,84,109
MT013,SF011,75,110,108,85,91,89,67,106,77,81
MT014,SF011,77,86,101,84,109,104,83,106,105,103
MT016,SF011,122,89,90,87,71,87,73,72,94,81
MT017,SF011,86,117,98,98,59,96,62,83,81,80
MT018,SF011,66,104,77,108,97,82,67,68,99,111
MT019,SF011,96,109,94,84,74,109,98,87,72,74
MT020,SF011,112,96,60,81,81,100,97,90,81,102
MT025,SF011,85,100,107,75,80,99,97,69,96,64
MT026,SF011,96,80,101,82,120,91,98,103,79,92
MT028,SF011,81,82,83,118,95,90,71,107,91,110
MT029,SF011,96,95,97,107,120,67,72,111,92,107
MT030,SF011,62,102,82,84,68,96,84,60,95,82
MT031,SF011,92,81,107,81,87,63,91,99,68,65
MT032,SF011,101,90,111,94,106,64,92,72,79,77
MT033,SF011,101,73,116,79,110,69,76,78,106,74
MT035,SF011,111,70,73,79,76,97,62,117,83,75
MT036,SF011,99,69,74,120,100,118,92,112,102,89
MT021,SF011,232,213,328,281,282,318,202,359,337,249
MT023,SF011,315,346,347,232,227,248,303,323,334,236
MT002,SF011,38,60,64,46,40,51,40,36,59,56
MT003,SF011,54,63,54,43,43,66,65,59,47,45
MT006,SF011,54,64,54,36,40,58,55,39,48,47
MT012,SF011,58,53,40,66,59,49,51,41,57,57
MT015,SF011,47,49,53,66,68,47,51,53,58,54
MT022,SF011,43,69,60,47,56,46,48,52,60,67
MT024,SF011,49,53,42,38,42,44,52,41,41,49
MT027,SF011,58,41,45,37,57,51,36,52,35,60
MT034,SF011,48,52,66,57,37,48,39,55,57,40
MT001,SF012,90,89,70,71,76,102,86,105,89,102
MT004,SF012,81,76,98,83,101,90,85,77,81,88
MT005,SF012,66,79,60,92,102,94,92,86,100,67
MT007,SF012,94,59,60,67,109,66,82,81,73,66
MT008,SF012,105,70,88,100,109,88,81,77,75,67
MT009,SF012,75,87,110,80,84,84,82,57,108,61
MT010,SF012,81,93,73,56,76,87,101,88,60,91
MT011,SF012,92,80,71,91,82,101,80,96,95,90
MT013,SF012,71,85,65,88,101,89,78,72,55,80
MT014,SF012,65,74,102,59,86,93,101,75,81,84
MT016,SF012,93,71,91,76,76,71,98,73,98,94
MT017,SF012,80,69,97,73,60,84,98,89,80,80
MT018,SF012,114,85,78,77,73,70,92,69,100,84
MT019,SF012,102,77,105,85,107,85,80,87,99,67
MT020,SF012,108,88,102,77,57,84,92,86,98,77
MT025,SF012,86,97,92,98,81,81,65,78,69,72
MT026,SF012,102,72,109,82,67,59,83,85,97,88
MT028,SF012,97,69,94,76,59,94,105,88,96,65
MT029,SF012,72,85,62,81,107,90,104,57,82,91
MT030,SF012,89,114,79,61,67,86,82,113,88,82
MT031,SF012,86,81,97,118,90,88,63,66,65,77
MT032,SF012,77,97,99,85,93,73,102,110,107,113
MT033,SF012,91,98,101,114,66,85,95,85,68,86
MT035,SF012,111,73,103,106,66,86,92,74,94,85
MT036,SF012,69,66,105,95,106,89,76,85,66,65
MT021,SF012,287,239,215,226,235,209,268,175,219,297
MT023,SF012,328,275,322,248,219,181,244,263,278,295
MT002,SF012,73,76,72,73,83,72,74,48,67,63
MT003,SF012,80,75,95,79,67,58,54,74,79,70
MT006,SF012,81,50,60,95,68,50,80,79,54,79
MT012,SF012,92,72,84,59,63,57,84,79,57,82
MT015,SF012,72,82,64,59,55,73,67,61,79,50
MT022,SF012,73,81,63,62,76,82,63,87,56,52
MT024,SF012,77,75,82,64,52,84,72,49,66,80
MT027,SF012,68,57,53,58,62,83,77,78,82,55
MT034,SF012,74,57,54,75,92,56,77,89,55,96
MT001,SF013,79,87,83,61,78,99,73,72,78,75
MT004,SF013,63,64,68,83,95,93,102,79,96,70
MT005,SF013,74,57,66,75,70,72,87,68,84,79
MT007,SF013,57,103,97,79,94,80,71,75,92,87
MT008,SF013,74,62,60,89,75,72,77,78,62,86
MT009,SF013,83,88,66,72,90,80,95,77,78,67
MT010,SF013,65,82,66,90,62,55,75,98,89,106
MT011,SF013,89,81,60,73,102,88,63,68,59,101
MT013,SF013,61,89,56,62,68,82,106,77,55,95
MT014,SF013,66,66,76,58,94,99,57,103,60,72
MT016,SF013,73,110,55,62,59,94,63,72,99,83
MT017,SF013,86,110,93,65,93,85,78,66,80,101
MT018,SF013,71,83,99,95,82,64,66,81,81,84
MT019,SF013,60,66,70,85,73,61,69,54,73,64
MT020,SF013,83,67,68,81,67,99,81,95,98,105
MT025,SF013,63,86,101,103,66,83,60,67,79,70
MT026,SF013,103,97,96,91,73,63,60,65,92,70
MT028,SF013,87,104,65,80,91,66,81,61,93,98
MT029,SF013,84,96,67,69,66,68,97,82,70,106
MT030,SF013,72,88,52,77,66,84,84,72,62,86
MT031,SF013,81,64,73,67,78,95,100,68,61,69
MT032,SF013,80,86,81,106,84,83,90,106,85,79
MT033,SF013,68,70,90,77,96,64,98,103,64,90
MT035,SF013,79,55,90,91,98,71,99,63,84,75
MT036,SF013,68,89,55,82,67,70,62,60,103,94
MT021,SF013,244,220,327,230,286,247,222,294,209,356
MT023,SF013,190,272,210,332,338,211,338,255,316,184
MT002,SF013,40,33,42,40,36,34,37,38,41,47
MT003,SF013,32,29,35,33,35,33,37,29,27,29
MT006,SF013,45,34,40,40,29,27,47,38,45,49
MT012,SF013,39,31,46,36,42,30,45,37,33,40
MT015,SF013,28,26,35,28,41,40,46,45,29,41
MT022,SF013,26,40,35,31,45,28,41,40,29,48
MT024,SF013,28,48,41,29,29,46,27,40,46,35
MT027,SF013,33,39,50,35,39,35,37,27,36,44
MT034,SF013,40,32,36,43,32,52,48,40,33,38
MT001,SF014,38,36,26,30,25,40,37,47,40,35
MT004,SF014,26,25,35,35,34,42,34,26,42,42
MT005,SF014,34,38,47,32,45,32,37,31,26,32
MT007,SF014,37,34,43,36,41,29,33,35,33,46
MT008,SF014,46,46,31,37,31,35,41,46,34,40
MT009,SF014,41,34,42,30,31,35,37,33,45,46
MT010,SF014,31,47,38,39,44,38,46,44,29,33
MT011,SF014,45,41,37,31,34,36,46,35,30,29
MT013,SF014,33,44,36,35,36,25,36,41,47,45
MT014,SF014,33,41,41,37,28,28,45,46,34,37
MT016,SF014,35,38,49,50,40,45,45,26,40,34
MT017,SF014,34,25,32,38,44,34,41,32,36,37
MT018,SF014,34,45,44,33,30,35,35,41,33,39
MT019,SF014,27,48,39,42,41,30,35,38,26,27
MT020,SF014,29,46,35,46,38,33,34,29,39,36
MT025,SF014,40,31,27,44,40,29,33,45,31,36
MT026,SF014,38,47,25,35,46,33,26,27,28,42
MT028,SF014,33,42,26,37,45,36,34,26,46,29
MT029,SF014,37,27,27,36,40,34,31,25,31,40
MT030,SF014,39,33,45,36,27,38,31,35,46,37
MT031,SF014,31,36,28,36,43,27,37,33,39,44
MT032,SF014,39,44,28,48,41,30,29,33,30,34
MT033,SF014,42,28,41,38,40,35,37,32,40,27
MT035,SF014,36,41,44,34,33,33,27,31,37,34
MT036,SF014,37,39,34,26,43,29,38,27,48,34
MT021,SF014,85,89,98,90,82,107,115,100,117,89
MT023,SF014,85,110,85,119,109,107,120,77,89,112
MT002,SF014,29,21,33,29,34,33,21,31,21,22
MT003,SF014,28,32,29,22,35,26,29,33,31,34
MT006,SF014,20,32,26,25,27,32,24,23,32,21
MT012,SF014,25,28,32,23,31,25,29,36,27,37
MT015,SF014,23,21,21,31,35,28,23,18,34,34
MT022,SF014,34,27,32,28,26,31,35,21,27,36
MT024,SF014,29,27,32,28,25,31,28,20,33,19
MT027,SF014,26,32,36,21,33,21,23,20,32,18
MT034,SF014,31,32,27,34,25,27,22,27,22,33
MT001,SF015,102,62,75,105,69,76,85,73,76,78
MT004,SF015,77,63,71,105,95,62,58,61,62,96
MT005,SF015,73,83,71,60,63,64,96,65,83,72
MT007,SF015,89,91,64,71,97,64,87,65,80,70
MT008,SF015,91,60,73,72,82,105,105,106,95,78
MT009,SF015,82,69,72,74,84,103,72,100,92,87
MT010,SF015,89,94,69,61,69,85,88,87,105,87
MT011,SF015,60,69,82,96,95,104,70,93,62,79
MT013,SF015,68,80,85,85,85,83,85,102,55,72
MT014,SF015,87,87,86,67,102,71,83,104,103,62
MT016,SF015,70,67,93,96,71,64,70,105,68,94
MT017,SF015,74,82,68,81,74,101,74,91,62,77
MT018,SF015,87,100,68,74,111,109,76,57,62,100
MT019,SF015,91,91,103,69,65,96,74,78,94,86
MT020,SF015,91,83,109,59,101,106,67,96,85,95
MT025,SF015,63,99,73,79,68,109,70,74,87,84
MT026,SF015,108,103,56,66,64,80,71,97,94,105
MT028,SF015,86,73,108,75,90,88,85,67,67,83
MT029,SF015,68,75,93,92,79,96,65,87,80,64
MT030,SF015,84,81,59,85,110,69,76,61,72,90
MT031,SF015,80,72,69,109,74,86,86,103,74,89
MT032,SF015,93,75,76,75,63,92,81,64,95,93
MT033,SF015,90,98,99,81,68,87,82,87,58,65
MT035,SF015,59,61,86,70,66,66,97,110,65,84
MT036,SF015,78,64,66,85,76,81,91,73,71,103
MT021,SF015,255,296,249,245,297,275,306,359,275,337
MT023,SF015,251,260,252,226,333,281,336,199,277,247
MT002,SF015,36,36,34,24,43,27,25,40,27,33
MT003,SF015,25,24,34,26,26,34,41,27,37,31
MT006,SF015,31,35,27,39,42,33,35,38,34,31
MT012,SF015,26,39,40,36,24,34,25,41,26,44
MT015,SF015,30,33,28,30,29,29,41,39,24,23
MT022,SF015,38,43,44,27,30,37,33,23,39,36
MT024,SF015,38,29,24,36,44,24,25,24,28,33
MT027,SF015,37,43,34,30,30,24,34,41,27,33
MT034,SF015,24,28,28,32,33,34,40,36,36,29
MT001,SF016,36,36,30,46,51,47,46,48,48,57
MT004,SF016,43,32,43,31,52,33,39,56,39,37
MT005,SF016,49,44,50,45,50,44,48,50,29,34
MT007,SF016,37,40,53,44,41,50,47,36,48,47
MT008,SF016,53,50,45,50,50,56,41,48,45,38
MT009,SF016,61,34,38,33,37,56,42,52,48,61
MT010,SF016,40,43,57,34,50,38,45,59,40,35
MT011,SF016,36,50,34,40,49,53,36,49,30,54
MT013,SF016,52,36,36,39,44,52,61,51,37,47
MT014,SF016,46,48,48,48,45,60,36,58,41,38
MT016,SF016,54,61,59,39,34,45,37,46,48,47
MT017,SF016,56,43,38,49,48,31,47,48,51,38
MT018,SF016,40,35,47,60,58,38,49,50,45,33
MT019,SF016,48,34,33,40,57,33,47,53,56,44
MT020,SF016,51,43,56,61,56,40,57,45,34,35
MT025,SF016,40,34,37,43,34,49,42,34,57,39
MT026,SF016,44,46,54,48,45,50,46,52,52,49
MT028,SF016,38,33,50,36,40,52,58,43,40,50
MT029,SF016,52,35,40,56,57,49,38,42,52,49
MT030,SF016,50,34,45,40,43,40,33,43,57,41
MT031,SF016,54,57,54,40,37,33,34,57,49,50
MT032,SF016,62,47,42,44,50,39,54,43,58,53
MT033,SF016,39,39,49,51,33,43,54,57,36,54
MT035,SF016,37,44,57,47,38,56,44,38,40,40
MT036,SF016,32,55,34,44,43,57,30,30,54,48
MT021,SF016,118,88,103,82,89,76,115,112,140,95
MT023,SF016,126,100,114,75,96,88,97,104,84,93
MT002,SF016,26,25,16,18,26,25,18,27,25,18
MT003,SF016,28,20,16,20,22,23,21,24,23,22
MT006,SF016,26,19,24,28,26,19,28,16,25,25
MT012,SF016,20,25,18,23,17,22,28,20,23,19
MT015,SF016,24,29,23,17,25,20,24,17,20,26
MT022,SF016,23,19,29,26,17,21,26,18,23,23
MT024,SF016,25,26,17,24,24,16,27,24,30,23
MT027,SF016,18,20,26,21,22,25,29,22,27,21
MT034,SF016,16,19,21,18,16,23,18,22,29,19
MT001,SF017,84,109,64,76,70,97,83,76,88,85
MT004,SF017,86,72,70,66,78,62,63,66,90,73
MT005,SF017,80,90,69,81,103,98,73,80,72,66
MT007,SF017,86,64,77,90,84,73,95,59,104,76
MT008,SF017,64,94,75,91,75,75,59,79,77,95
MT009,SF017,75,76,80,72,58,89,98,111,89,64
MT010,SF017,67,77,83,77,76,97,77,81,71,75
MT011,SF017,76,103,93,108,99,101,104,82,89,79
MT013,SF017,98,101,78,78,72,87,58,66,84,93
MT014,SF017,83,89,86,68,116,68,71,69,94,95
MT016,SF017,80,80,92,73,76,92,91,70,86,108
MT017,SF017,110,91,112,89,59,94,74,97,59,69
MT018,SF017,75,94,72,90,100,98,100,89,58,58
MT019,SF017,74,73,91,84,59,74,85,99,66,96
MT020,SF017,60,81,61,57,73,95,71,74,105,63
MT025,SF017,102,77,82,73,86,99,71,68,86,76
MT026,SF017,67,79,76,92,89,99,66,93,103,68
MT028,SF017,89,102,66,85,89,66,105,86,69,106
MT029,SF017,91,72,66,85,63,94,65,86,98,83
MT030,SF017,82,89,94,75,95,111,82,78,67,90
MT031,SF017,87,82,99,86,87,89,65,71,102,80
MT032,SF017,74,68,97,71,66,73,79,71,60,76
MT033,SF017,71,77,96,97,104,108,55,91,60,82
MT035,SF017,106,94,61,95,88,87,68,86,97,101
MT036,SF017,70,69,80,65,71,91,113,72,102,99
MT021,SF017,251,240,274,213,230,259,264,233,270,298
MT023,SF017,238,259,243,238,186,278,235,298,201,198
MT002,SF017,53,62,43,53,64,65,40,58,38,36
MT003,SF017,37,48,51,43,39,38,57,51,63,48
MT006,SF017,41,40,49,43,53,39,50,37,59,42
MT012,SF017,45,39,37,45,47,37,61,48,42,45
MT015,SF017,51,48,52,43,49,49,57,58,55,44
MT022,SF017,36,65,41,46,36,57,55,38,35,64
MT024,SF017,38,34,52,36,47,47,37,57,45,47
MT027,SF017,35,51,42,48,53,41,36,38,50,52
MT034,SF017,42,44,61,35,62,58,56,60,34,55
MT001,SF018,34,26,28,42,42,25,30,26,50,43
MT004,SF018,36,44,40,33,28,41,45,37,34,31
MT005,SF018,30,36,34,47,39,37,48,39,29,38
MT007,SF018,29,37,26,28,33,46,32,32,27,37
MT008,SF018,27,42,31,34,28,31,28,31,37,33
MT009,SF018,29,25,31,39,43,43,41,35,38,39
MT010,SF018,39,31,29,34,43,46,35,28,42,28
MT011,SF018,28,36,29,41,43,30,26,35,37,40
MT013,SF018,30,39,34,40,41,37,31,26,27,44
MT014,SF018,33,48,37,36,42,42,32,35,27,42
MT016,SF018,38,41,38,36,41,34,38,26,31,27
MT017,SF018,25,29,33,37,45,35,28,38,35,34
MT018,SF018,27,43,33,29,45,45,30,36,32,38
MT019,SF018,41,27,26,31,48,42,35,33,29,41
MT020,SF018,37,46,39,28,45,40,39,30,31,31
MT025,SF018,28,24,36,38,31,35,33,32,35,42
MT026,SF018,42,33,37,44,39,30,25,30,35,33
MT028,SF018,28,30,44,29,38,45,34,39,40,36
MT029,SF018,38,36,25,31,26,44,36,44,35,36
MT030,SF018,40,27,42,30,39,35,34,40,34,43
