MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT002,SF004,50,39,42,36,29,57,38,59,54,48
MT003,SF004,43,65,47,33,40,38,52,59,39,58
MT006,SF004,41,28,65,30,56,37,33,46,45,42
MT012,SF004,42,26,55,31,57,29,38,43,34,40
MT015,SF004,42,47,35,60,44,30,41,45,43,43
MT022,SF004,44,46,54,44,43,53,53,49,51,45
MT024,SF004,40,50,36,60,47,38,44,41,47,43
MT027,SF004,34,38,49,35,39,31,41,44,34,33
MT034,SF004,45,58,48,46,42,42,42,48,64,35
MT001,SF005,73,110,72,88,83,46,108,78,78,60
MT004,SF005,70,83,48,70,57,78,73,70,64,90
MT005,SF005,74,76,71,61,73,87,41,76,89,64
MT007,SF005,74,47,93,66,52,54,67,54,82,83
MT008,SF005,84,44,62,65,45,63,61,77,70,70
MT009,SF005,63,52,73,87,89,57,111,88,91,63
MT010,SF005,72,70,84,52,64,100,63,51,106,62
MT011,SF005,69,73,86,93,87,74,81,62,51,49
MT013,SF005,58,91,81,73,70,69,43,65,115,68
MT014,SF005,65,58,64,50,57,65,76,65,69,104
MT016,SF005,72,101,90,88,47,55,76,68,50,71
MT017,SF005,86,70,93,82,67,82,91,81,71,119
MT018,SF005,84,68,49,61,104,87,46,83,76,71
MT019,SF005,65,75,102,66,86,71,55,79,97,57
MT020,SF005,63,74,61,79,86,68,67,49,71,58
MT025,SF005,110,84,64,87,78,60,79,62,96,87
MT026,SF005,59,71,55,52,63,66,75,46,65,60
MT028,SF005,47,90,110,84,80,60,55,65,92,48
MT029,SF005,67,80,90,70,58,95,53,70,62,87
MT030,SF005,88,77,66,79,81,66,55,65,51,81
MT031,SF005,76,111,92,73,52,60,45,79,109,87
MT032,SF005,85,70,83,70,75,72,94,59,60,66
MT033,SF005,74,89,50,100,60,90,86,55,71,66
MT035,SF005,56,79,61,59,77,63,91,72,81,62
MT036,SF005,88,73,68,67,69,61,70,68,80,103
MT021,SF005,291,233,277,242,325,250,240,325,164,320
MT023,SF005,290,349,277,308,220,329,257,302,256,263
MT002,SF005,40,34,31,31,33,30,29,25,41,35
MT003,SF005,45,42,35,21,50,36,41,28,31,31
MT006,SF005,34,44,21,41,30,34,54,35,39,44
MT012,SF005,34,39,36,48,37,38,24,33,30,27
MT015,SF005,39,33,47,45,38,31,41,36,33,45
MT022,SF005,31,51,42,46,42,35,46,26,39,46
MT024,SF005,36,31,54,29,26,38,30,29,35,26
MT027,SF005,31,35,27,29,51,28,38,39,24,48
MT034,SF005,30,40,32,35,43,31,34,32,46,36
MT001,SF006,25,32,25,39,22,34,31,29,37,49
MT004,SF006,31,30,31,45,33,22,33,35,34,21
MT005,SF006,25,45,54,34,39,24,31,22,39,27
MT007,SF006,35,38,30,30,34,30,37,23,31,38
MT008,SF006,43,37,46,37,43,35,35,38,30,33
MT009,SF006,37,30,34,30,39,33,22,28,32,49
MT010,SF006,34,36,25,39,36,46,37,43,39,35
MT011,SF006,54,23,46,51,40,37,35,33,26,34
MT013,SF006,36,44,43,31,29,35,48,28,32,43
MT014,SF006,50,24,26,31,44,35,33,42,37,40
MT016,SF006,25,29,32,27,23,33,47,34,43,43
MT017,SF006,33,25,37,48,41,40,43,51,46,40
MT018,SF006,32,31,44,37,49,29,22,39,27,44
MT019,SF006,31,32,34,40,21,29,35,23,38,45
MT020,SF006,37,26,43,38,26,38,46,27,42,37
MT025,SF006,44,41,35,31,46,20,24,35,36,24
MT026,SF006,34,43,35,31,30,37,32,29,25,52
MT028,SF006,36,42,30,47,38,38,29,37,34,24
MT029,SF006,51,30,43,36,31,32,30,51,31,29
MT030,SF006,40,47,33,31,30,37,28,35,38,32
MT031,SF006,29,34,35,31,50,35,28,36,21,32
MT032,SF006,36,36,45,33,29,35,28,32,33,33
MT033,SF006,26,46,51,25,37,40,25,33,25,26
MT035,SF006,39,42,50,41,26,28,34,39,30,52
MT036,SF006,21,26,39,35,23,38,33,32,44,34
MT021,SF006,81,119,84,121,70,86,109,97,81,96
MT023,SF006,80,92,95,74,109,90,84,138,109,110
MT002,SF006,21,27,22,26,19,24,16,31,24,22
MT003,SF006,30,24,16,17,29,21,20,17,21,15
MT006,SF006,19,22,27,14,20,17,21,13,22,16
MT012,SF006,28,22,22,17,20,18,24,18,31,21
MT015,SF006,15,27,16,16,24,20,19,22,14,17
MT022,SF006,20,14,18,23,25,17,17,26,31,19
MT024,SF006,20,25,17,30,20,20,26,23,25,22
MT027,SF006,22,25,34,29,25,27,26,31,30,22
MT034,SF006,20,23,21,25,22,22,30,17,26,21
MT001,SF007,91,111,71,107,85,110,104,86,96,83
MT004,SF007,91,139,109,63,91,114,122,138,100,89
MT005,SF007,60,94,55,81,75,112,116,105,64,106
MT007,SF007,66,68,80,58,85,76,131,85,108,70
MT008,SF007,78,76,90,81,88,94,76,124,75,82
MT009,SF007,96,97,90,110,102,99,115,55,125,77
MT010,SF007,86,59,86,60,82,78,66,78,99,106
MT011,SF007,102,113,99,133,64,79,101,97,90,105
MT013,SF007,77,60,77,68,80,85,59,77,100,81
MT014,SF007,57,89,99,104,109,59,114,80,135,58
MT016,SF007,91,106,77,97,78,79,119,103,101,111
MT017,SF007,119,94,108,83,72,62,98,87,76,70
MT018,SF007,86,85,91,85,68,72,107,59,119,72
MT019,SF007,59,93,64,75,86,106,94,107,77,54
MT020,SF007,80,81,104,123,76,111,64,141,95,97
MT025,SF007,92,94,110,88,74,96,114,124,111,76
MT026,SF007,133,88,90,74,72,97,78,82,102,87
MT028,SF007,132,111,104,128,58,115,94,59,77,88
MT029,SF007,70,91,112,76,98,101,143,81,74,109
MT030,SF007,57,101,70,88,75,87,136,74,121,89
MT031,SF007,91,128,73,146,82,108,111,55,106,93
MT032,SF007,105,95,76,72,76,83,88,74,98,84
MT033,SF007,62,91,83,65,90,138,71,83,56,131
MT035,SF007,114,88,87,115,76,105,88,98,113,59
MT036,SF007,124,78,108,108,79,86,125,87,106,88
MT021,SF007,167,221,214,146,251,156,154,188,192,190
MT023,SF007,180,242,156,136,173,176,151,168,245,196
MT002,SF007,40,31,41,43,33,17,42,24,23,27
MT003,SF007,24,20,25,38,31,35,20,34,24,42
MT006,SF007,25,41,23,42,35,28,28,20,35,20
MT012,SF007,33,29,26,45,22,44,22,27,23,40
MT015,SF007,32,32,22,24,31,21,30,23,28,30
MT022,SF007,27,24,29,25,30,31,30,37,20,33
MT024,SF007,41,33,33,38,20,29,31,31,29,36
MT027,SF007,31,31,24,19,22,23,30,30,33,23
MT034,SF007,22,31,25,30,39,33,25,25,29,35
MT001,SF008,53,75,74,66,64,55,68,90,67,105
MT004,SF008,52,79,68,118,50,64,70,50,69,96
MT005,SF008,51,111,83,99,73,76,52,62,43,87
MT007,SF008,92,96,60,102,96,104,64,59,62,95
MT008,SF008,79,75,81,64,59,98,56,75,72,78
MT009,SF008,81,104,52,90,67,79,75,88,76,94
MT010,SF008,58,76,105,78,78,76,69,42,109,48
MT011,SF008,53,111,55,88,62,64,45,78,56,70
MT013,SF008,61,64,90,59,53,67,70,52,64,51
MT014,SF008,79,86,72,80,54,55,70,91,104,81
MT016,SF008,52,82,120,55,61,105,60,104,90,86
MT017,SF008,100,96,72,62,108,48,71,74,44,52
MT018,SF008,52,91,98,63,77,101,66,74,63,78
MT019,SF008,74,96,66,99,56,71,63,84,55,52
MT020,SF008,59,64,77,70,99,51,89,66,83,113
MT025,SF008,102,62,68,111,59,61,104,92,92,88
MT026,SF008,87,112,110,46,59,106,87,75,68,98
MT028,SF008,66,101,52,86,73,81,75,77,115,67
MT029,SF008,70,64,89,70,101,82,110,86,101,67
MT030,SF008,100,68,65,77,51,82,85,53,103,90
MT031,SF008,70,81,64,80,70,73,78,106,85,62
MT032,SF008,58,59,98,101,98,69,70,71,118,46
MT033,SF008,78,77,52,63,87,44,71,115,79,67
MT035,SF008,89,71,66,77,52,53,72,65,64,94
MT036,SF008,73,78,66,76,65,80,80,86,64,62
MT021,SF008,432,234,185,380,286,260,285,316,365,262
MT023,SF008,339,271,226,315,314,298,257,312,324,406
MT002,SF008,20,26,22,16,25,18,26,23,16,20
MT003,SF008,20,33,23,24,22,34,30,24,23,33
MT006,SF008,27,23,21,21,21,24,23,20,30,16
MT012,SF008,32,20,27,27,28,24,25,26,31,24
MT015,SF008,33,21,24,20,27,15,20,25,17,16
MT022,SF008,25,24,18,27,23,37,21,18,25,29
MT024,SF008,29,22,23,29,14,19,25,20,24,34
MT027,SF008,27,29,25,24,27,26,22,21,17,29
MT034,SF008,22,22,29,19,29,22,36,20,20,26
MT001,SF009,128,75,85,82,92,69,122,100,86,103
MT004,SF009,69,112,69,98,100,90,95,69,81,89
MT005,SF009,94,74,113,61,77,93,108,129,74,113
MT007,SF009,91,91,90,114,103,75,77,124,124,101
MT008,SF009,136,92,125,62,68,64,96,110,65,85
MT009,SF009,131,89,86,64,113,140,66,82,115,55
MT010,SF009,63,100,131,98,93,79,84,111,85,134
MT011,SF009,108,53,75,79,112,74,115,84,79,119
MT013,SF009,86,57,59,89,123,91,124,82,57,90
MT014,SF009,133,93,99,82,72,96,53,98,66,58
MT016,SF009,97,96,77,109,86,75,94,114,92,73
MT017,SF009,113,107,114,139,90,58,52,125,95,74
MT018,SF009,102,83,78,94,125,92,79,114,121,119
MT019,SF009,84,85,62,91,140,82,58,81,52,70
MT020,SF009,94,112,118,65,90,112,70,92,97,121
MT025,SF009,79,135,127,76,71,99,111,89,90,132
MT026,SF009,122,62,103,95,141,96,60,122,66,93
MT028,SF009,52,97,118,96,70,103,109,62,116,66
MT029,SF009,83,62,120,86,92,81,59,99,120,107
MT030,SF009,65,99,107,61,65,72,82,102,131,64
MT031,SF009,101,83,82,110,136,79,117,95,75,106
MT032,SF009,108,72,106,86,113,127,115,86,88,122
MT033,SF009,81,87,98,90,80,108,72,54,109,98
MT035,SF009,88,114,123,54,72,55,132,128,106,108
MT036,SF009,99,67,92,91,111,121,82,94,90,68
MT021,SF009,306,294,268,232,370,204,444,295,235,271
MT023,SF009,395,365,321,379,299,207,218,447,243,198
MT002,SF009,20,31,17,20,20,20,28,24,21,28
MT003,SF009,26,23,24,24,21,15,31,29,30,19
MT006,SF009,22,17,26,26,23,21,23,33,32,35
MT012,SF009,23,24,31,19,30,19,24,20,16,27
MT015,SF009,28,31,28,17,28,27,32,29,23,17
MT022,SF009,21,28,20,22,21,19,28,25,27,15
MT024,SF009,23,17,18,16,29,16,21,30,28,29
MT027,SF009,18,18,25,21,24,30,20,27,18,30
MT034,SF009,36,26,30,31,23,29,17,20,25,30
MT001,SF010,87,88,46,88,69,78,58,85,66,47
MT004,SF010,84,67,71,67,52,101,66,74,80,77
MT005,SF010,60,69,80,66,85,81,76,66,66,81
MT007,SF010,61,73,68,73,100,79,56,80,83,86
MT008,SF010,76,95,52,76,67,59,70,54,56,72
MT009,SF010,102,85,61,46,59,89,52,101,47,68
MT010,SF010,86,67,59,60,64,47,74,97,56,53
MT011,SF010,77,63,81,86,90,56,78,76,77,66
MT013,SF010,104,44,86,75,93,52,66,59,48,94
MT014,SF010,75,64,56,66,93,63,64,104,66,59
MT016,SF010,92,63,75,114,81,55,75,49,86,98
MT017,SF010,57,95,51,71,81,83,79,88,44,62
MT018,SF010,66,60,106,92,46,83,78,64,65,50
MT019,SF010,104,57,45,109,58,92,109,48,82,67
MT020,SF010,60,91,67,58,52,78,101,85,77,84
MT025,SF010,76,71,63,60,94,65,91,94,63,64
MT026,SF010,48,56,84,56,90,60,76,79,47,68
MT028,SF010,107,69,60,73,57,99,89,58,56,72
MT029,SF010,48,62,89,68,88,77,65,67,86,91
MT030,SF010,77,55,49,64,60,77,92,86,42,43
MT031,SF010,84,110,72,74,64,71,46,82,76,58
MT032,SF010,65,63,105,51,68,53,68,64,77,72
MT033,SF010,80,63,108,62,111,64,66,50,61,64
MT035,SF010,77,81,71,78,81,57,84,52,76,69
MT036,SF010,69,76,68,70,90,59,77,49,69,90
MT021,SF010,181,179,223,173,177,170,213,174,144,192
MT023,SF010,209,127,169,177,145,200,271,199,205,124
MT002,SF010,53,31,48,43,37,29,40,42,32,48
MT003,SF010,43,47,62,44,39,44,65,51,50,28
MT006,SF010,35,51,45,42,32,40,56,55,44,38
MT012,SF010,32,34,40,30,51,35,48,51,38,39
MT015,SF010,46,58,35,32,49,49,33,30,43,53
MT022,SF010,50,57,35,63,40,30,64,53,35,58
MT024,SF010,43,48,54,44,35,42,44,51,27,33
MT027,SF010,30,44,40,36,27,63,38,32,35,29
MT034,SF010,62,49,53,29,59,48,66,45,40,30
MT001,SF011,76,53,70,93,72,79,96,88,83,74
MT004,SF011,84,79,66,113,98,70,75,83,60,80
MT005,SF011,71,69,105,91,106,103,60,78,85,105
MT007,SF011,91,111,90,88,75,112,98,96,119,62
MT008,SF011,58,115,86,106,77,92,84,98,96,106
MT009,SF011,84,109,92,102,73,118,106,79,64,110
MT010,SF011,71,68,87,101,110,84,70,72,108,114
MT011,SF011,83,73,124,73,62,80,84,102,70,110
MT013,SF011,94,79,93,102,77,93,68,113,63,93
MT014,SF011,95,101,94,92,121,92,72,84,91,96
MT016,SF011,138,70,97,90,82,62,67,66,99,85
MT017,SF011,86,114,101,84,69,92,56,78,88,78
MT018,SF011,75,94,75,97,91,78,69,71,107,114
MT019,SF011,105,124,98,86,59,94,110,73,67,65
MT020,SF011,126,72,49,79,102,92,95,82,84,82
MT025,SF011,78,98,82,78,96,126,99,67,78,80
MT026,SF011,108,71,129,77,85,84,114,118,93,64
MT028,SF011,107,80,82,97,72,109,65,96,94,119
MT029,SF011,129,75,87,108,96,59,81,124,73,110
MT030,SF011,79,111,74,103,84,76,65,50,68,71
MT031,SF011,86,93,104,105,118,65,79,100,57,61
MT032,SF011,103,91,130,79,124,75,95,76,91,89
MT033,SF011,103,75,119,75,127,67,102,69,90,54
MT035,SF011,123,56,75,68,82,82,61,85,108,62
MT036,SF011,121,65,88,92,93,100,105,115,95,116
MT021,SF011,282,192,347,276,205,255,226,436,341,269
MT023,SF011,263,373,343,244,237,199,368,296,273,296
MT002,SF011,42,48,54,37,37,53,42,42,65,68
MT003,SF011,53,78,40,36,35,61,63,61,44,46
MT006,SF011,50,51,57,31,33,53,52,34,45,49
MT012,SF011,63,51,41,48,58,57,56,29,46,79
MT015,SF011,44,43,43,61,76,35,48,69,59,55
MT022,SF011,42,62,51,40,60,42,56,58,56,71
MT024,SF011,42,62,30,50,41,42,66,39,46,50
MT027,SF011,61,39,31,28,68,52,45,40,43,64
MT034,SF011,46,71,47,64,45,50,38,58,42,31
MT001,SF012,66,73,79,55,64,114,98,109,103,86
MT004,SF012,84,57,80,71,83,97,62,83,81,103
MT005,SF012,81,75,70,105,80,105,71,89,70,57
MT007,SF012,95,49,74,62,104,51,84,82,85,83
MT008,SF012,120,66,96,103,103,121,80,75,72,70
MT009,SF012,74,99,76,85,110,83,71,73,116,60
MT010,SF012,80,86,81,59,71,78,91,82,62,100
MT011,SF012,113,60,61,113,66,120,62,122,71,86
MT013,SF012,58,80,67,91,98,110,89,74,52,90
MT014,SF012,66,80,127,62,88,99,84,94,79,92
MT016,SF012,77,83,74,63,92,73,93,76,109,98
MT017,SF012,87,55,112,57,56,96,110,102,82,85
MT018,SF012,112,75,84,87,62,94,79,59,74,76
MT019,SF012,75,84,111,79,80,80,81,78,74,71
MT020,SF012,105,100,103,71,77,107,73,76,97,80
MT025,SF012,85,94,103,86,103,87,59,67,80,68
MT026,SF012,118,75,97,70,79,53,78,101,94,101
MT028,SF012,86,89,79,67,55,118,103,86,98,59
MT029,SF012,66,64,54,88,123,105,106,55,96,85
MT030,SF012,106,92,87,77,57,97,99,89,99,81
MT031,SF012,71,85,129,123,92,84,64,60,57,86
MT032,SF012,60,104,124,85,97,85,107,120,82,80
MT033,SF012,88,75,103,111,80,81,112,64,63,94
MT035,SF012,81,68,82,84,55,88,78,69,102,85
MT036,SF012,62,62,83,76,114,100,87,107,50,68
MT021,SF012,282,247,159,233,169,260,217,202,154,275
MT023,SF012,380,242,333,262,238,241,228,333,328,331
MT002,SF012,59,86,87,82,70,85,58,42,56,57
MT003,SF012,69,75,67,92,53,63,58,59,88,53
MT006,SF012,62,48,48,89,56,67,63,86,60,66
MT012,SF012,86,70,99,55,44,67,62,94,64,66
MT015,SF012,80,73,55,51,65,95,67,46,81,44
MT022,SF012,74,97,63,68,79,61,68,75,51,57
MT024,SF012,83,92,72,57,57,84,89,57,82,77
MT027,SF012,73,50,42,58,72,88,84,101,71,59
MT034,SF012,55,42,54,83,66,62,63,68,39,77
MT001,SF013,84,119,72,81,86,103,74,79,64,59
MT004,SF013,68,70,52,95,79,85,84,57,77,57
MT005,SF013,82,56,69,71,80,55,95,50,108,100
MT007,SF013,76,73,116,90,101,64,84,72,70,114
MT008,SF013,58,65,55,75,58,69,77,84,59,72
MT009,SF013,86,73,70,69,67,63,92,94,76,54
MT010,SF013,74,68,56,74,57,71,95,98,118,87
MT011,SF013,92,67,67,70,82,100,60,57,50,111
MT013,SF013,54,91,73,71,81,78,98,97,49,105
MT014,SF013,58,71,95,57,102,99,58,111,53,89
MT016,SF013,88,92,69,50,48,76,51,61,105,69
MT017,SF013,66,82,91,51,96,70,84,61,75,105
MT018,SF013,66,101,92,96,78,65,64,72,74,87
MT019,SF013,69,59,89,83,90,74,71,43,93,79
MT020,SF013,93,77,70,87,52,101,83,109,112,112
MT025,SF013,71,71,101,118,60,103,50,73,89,73
MT026,SF013,79,120,70,116,89,62,61,65,96,63
MT028,SF013,103,84,50,66,85,76,108,49,83,73
MT029,SF013,81,105,75,72,66,79,105,62,63,117
MT030,SF013,84,74,44,92,80,82,65,71,56,94
MT031,SF013,83,60,86,75,85,122,87,59,48,72
MT032,SF013,83,82,95,105,105,64,106,97,70,92
MT033,SF013,78,65,75,64,112,69,75,80,81,80
MT035,SF013,85,50,108,86,112,60,97,54,113,64
MT036,SF013,84,69,63,62,71,74,71,57,113,87
MT021,SF013,182,191,252,235,300,324,167,255,148,366
MT023,SF013,180,263,231,377,322,237,249,271,244,231
MT002,SF013,35,27,56,51,36,39,41,41,38,59
MT003,SF013,38,32,32,38,41,31,41,28,35,32
MT006,SF013,38,39,31,38,30,24,38,38,34,42
MT012,SF013,31,29,44,42,36,31,51,32,42,50
MT015,SF013,32,36,29,30,44,49,34,50,33,31
MT022,SF013,35,36,40,35,34,34,43,45,34,39
MT024,SF013,27,43,47,28,26,37,27,40,48,30
MT027,SF013,36,47,38,26,30,44,30,23,39,47
MT034,SF013,38,23,32,41,35,53,55,34,26,35
MT001,SF014,41,45,26,31,29,28,33,54,44,34
MT004,SF014,31,28,37,28,41,34,38,28,36,44
MT005,SF014,33,42,56,37,44,37,46,29,34,37
MT007,SF014,40,34,49,30,40,31,27,41,37,48
MT008,SF014,41,44,25,40,27,33,34,38,26,51
MT009,SF014,49,26,39,38,24,41,27,31,48,49
MT010,SF014,32,55,41,47,50,37,43,50,26,28
MT011,SF014,35,52,44,36,38,40,39,33,34,22
MT013,SF014,31,54,35,40,36,32,34,48,34,53
MT014,SF014,24,44,37,35,24,35,43,43,40,37
MT016,SF014,34,36,55,51,47,50,49,28,51,32
MT017,SF014,43,32,33,41,41,28,43,42,39,43
MT018,SF014,33,36,50,28,34,38,38,36,37,33
MT019,SF014,23,56,52,41,46,25,36,41,30,25
MT020,SF014,25,46,31,47,50,25,37,22,42,44
MT025,SF014,43,28,24,43,46,25,25,52,33,46
MT026,SF014,29,51,31,27,44,37,21,22,27,44
MT028,SF014,26,47,28,45,38,34,42,25,38,24
MT029,SF014,34,23,23,28,47,42,27,24,31,37
MT030,SF014,42,28,48,28,28,43,24,36,50,45
MT031,SF014,33,35,32,41,37,30,40,40,40,52
MT032,SF014,45,50,29,53,38,35,33,24,29,32
MT033,SF014,42,24,48,29,40,43,41,32,38,35
MT035,SF014,27,38,37,35,31,24,28,37,37,25
MT036,SF014,30,52,42,29,40,33,30,24,50,43
MT021,SF014,108,95,78,106,78,82,129,103,89,98
MT023,SF014,96,134,97,102,108,118,131,67,111,139
MT002,SF014,25,26,29,26,41,31,17,31,26,17
MT003,SF014,29,28,32,17,25,25,23,31,40,33
MT006,SF014,23,34,36,30,21,32,26,27,31,22
MT012,SF014,25,30,28,24,27,22,28,31,24,39
MT015,SF014,26,23,26,22,28,29,24,17,33,34
MT022,SF014,31,29,41,27,23,22,30,18,28,35
MT024,SF014,37,21,34,30,22,35,26,25,34,17
MT027,SF014,20,29,37,18,34,16,28,23,29,19
MT034,SF014,33,25,32,25,26,26,18,29,22,34
MT001,SF015,111,54,71,72,82,68,82,74,68,83
MT004,SF015,101,69,93,118,114,82,63,61,53,94
MT005,SF015,91,91,63,47,56,55,94,75,107,79
MT007,SF015,91,119,75,73,118,77,85,53,103,55
MT008,SF015,111,81,98,88,62,94,115,74,82,90
MT009,SF015,82,73,85,53,76,106,54,107,88,92
MT010,SF015,87,114,69,51,59,95,86,73,119,97
MT011,SF015,60,56,102,77,82,90,71,82,64,88
MT013,SF015,77,75,90,80,85,66,92,72,64,69
MT014,SF015,95,76,80,81,89,71,100,110,93,73
MT016,SF015,84,77,81,107,71,74,69,77,56,98
MT017,SF015,82,91,64,77,94,114,87,101,54,95
MT018,SF015,65,86,65,80,95,78,58,74,77,91
MT019,SF015,106,124,114,62,74,89,92,82,116,93
MT020,SF015,70,91,85,78,74,78,74,106,70,110
MT025,SF015,63,114,65,83,80,96,76,90,97,81
MT026,SF015,99,104,56,82,54,73,56,99,86,120
MT028,SF015,86,62,109,96,74,80,99,49,72,94
MT029,SF015,47,59,94,113,62,95,53,97,85,61
MT030,SF015,99,100,59,90,119,83,62,73,64,85
MT031,SF015,58,53,77,100,66,98,105,79,73,72
MT032,SF015,75,67,64,72,55,109,78,53,121,118
MT033,SF015,97,88,105,76,57,106,97,81,50,73
MT035,SF015,74,81,108,87,53,66,113,95,57,98
MT036,SF015,59,64,77,86,94,71,92,76,79,104
MT021,SF015,342,324,307,195,324,292,312,443,277,307
MT023,SF015,183,344,271,309,330,284,348,234,280,211
MT002,SF015,32,35,29,28,33,34,32,34,32,32
MT003,SF015,30,20,29,27,28,28,42,29,38,36
MT006,SF015,26,38,23,40,47,26,34,31,28,34
MT012,SF015,29,40,50,38,29,26,26,34,32,35
MT015,SF015,40,32,27,25,36,24,32,30,28,31
MT022,SF015,41,41,35,24,21,26,27,22,49,27
MT024,SF015,40,36,24,32,30,28,26,22,31,27
MT027,SF015,33,34,32,23,31,23,41,30,20,37
MT034,SF015,25,23,22,33,24,37,41,30,41,25
MT001,SF016,46,40,28,49,43,46,47,36,47,60
MT004,SF016,43,30,43,41,50,45,33,43,49,48
MT005,SF016,40,56,48,46,51,32,54,61,25,40
MT007,SF016,29,50,43,38,30,58,37,36,47,44
MT008,SF016,39,41,45,43,50,48,49,56,55,43
MT009,SF016,61,38,47,25,45,41,36,62,54,61
MT010,SF016,34,46,54,46,63,44,55,54,28,24
MT011,SF016,33,43,27,50,48,46,38,59,25,39
MT013,SF016,61,48,33,32,47,50,59,51,39,52
MT014,SF016,45,63,48,52,53,67,45,49,45,40
MT016,SF016,59,52,71,51,32,45,39,62,43,60
MT017,SF016,44,51,30,49,42,35,44,47,63,30
MT018,SF016,34,38,43,67,46,44,47,56,41,33
MT019,SF016,43,29,32,43,48,29,37,65,55,42
MT020,SF016,49,54,55,67,50,48,63,42,36,36
MT025,SF016,42,34,34,48,38,41,35,25,43,30
MT026,SF016,54,60,59,60,40,46,49,45,51,59
MT028,SF016,43,26,42,31,53,38,60,48,38,56
MT029,SF016,62,39,38,53,44,58,34,39,63,45
MT030,SF016,52,40,48,45,56,32,25,58,45,41
MT031,SF016,49,61,55,53,41,43,38,57,41,55
MT032,SF016,56,48,38,38,34,40,64,45,49,48
MT033,SF016,41,29,59,59,40,51,67,54,30,43
MT035,SF016,35,42,68,46,44,41,37,32,35,42
MT036,SF016,24,56,37,44,47,43,27,36,46,44
MT021,SF016,159,85,106,90,104,72,130,107,117,87
MT023,SF016,99,85,125,92,92,86,113,121,71,123
MT002,SF016,23,24,19,19,30,31,18,22,30,21
MT003,SF016,31,16,19,17,23,29,18,20,21,19
MT006,SF016,30,19,25,28,18,23,22,17,25,21
MT012,SF016,22,25,16,21,17,22,20,22,27,19
MT015,SF016,23,34,21,20,19,15,28,22,16,25
MT022,SF016,24,23,26,27,19,19,29,14,20,26
MT024,SF016,26,30,21,27,26,15,29,29,34,27
MT027,SF016,20,19,30,28,27,25,32,16,28,24
MT034,SF016,20,23,29,16,15,19,19,19,21,14
MT001,SF017,90,118,67,98,87,91,69,90,89,61
MT004,SF017,109,54,69,65,87,59,70,56,89,58
MT005,SF017,76,71,65,60,96,76,62,78,86,62
MT007,SF017,77,80,82,88,70,68,81,66,79,70
MT008,SF017,74,91,76,76,62,78,68,97,62,98
MT009,SF017,66,62,74,72,62,110,86,114,122,66
MT010,SF017,83,65,81,65,66,91,85,67,69,61
MT011,SF017,63,80,95,91,100,90,97,105,81,75
MT013,SF017,91,86,86,73,69,75,56,62,66,94
MT014,SF017,101,120,111,72,120,50,53,91,100,76
MT016,SF017,92,66,108,71,70,100,87,77,86,111
MT017,SF017,97,81,91,109,67,76,72,103,52,61
MT018,SF017,77,76,69,91,87,72,99,99,54,51
MT019,SF017,70,83,77,59,72,86,69,84,67,99
MT020,SF017,64,79,70,50,65,101,84,61,105,51
MT025,SF017,88,77,69,54,99,74,57,80,104,97
MT026,SF017,55,83,81,107,65,100,82,103,112,72
MT028,SF017,120,76,75,107,77,51,108,86,75,111
MT029,SF017,108,67,74,85,72,85,64,61,100,83
MT030,SF017,75,78,123,83,90,87,62,80,58,86
MT031,SF017,104,95,100,73,83,90,70,64,114,77
MT032,SF017,87,84,74,78,68,77,63,78,64,86
MT033,SF017,75,100,96,82,95,118,50,71,58,92
MT035,SF017,93,104,65,110,75,72,64,86,75,104
MT036,SF017,64,67,106,62,75,92,118,70,84,87
MT021,SF017,284,224,264,218,172,350,275,178,346,333
MT023,SF017,296,230,321,235,224,307,207,225,184,236
MT002,SF017,51,61,47,52,60,51,40,58,34,37
MT003,SF017,42,47,46,41,30,33,48,46,68,38
MT006,SF017,34,48,48,38,48,33,37,48,72,49
MT012,SF017,36,31,30,50,60,43,45,46,56,44
MT015,SF017,46,46,67,47,60,63,48,68,66,45
MT022,SF017,39,73,33,42,43,48,63,33,48,48
MT024,SF017,31,33,60,32,54,43,39,63,34,44
MT027,SF017,36,58,36,48,43,40,41,39,58,55
MT034,SF017,38,46,70,31,65,55,46,46,41,48
MT001,SF018,36,31,28,40,38,28,36,28,36,36
MT004,SF018,39,40,41,23,38,44,43,40,29,32
MT005,SF018,25,37,27,38,36,42,51,48,26,48
MT007,SF018,29,44,31,27,28,48,24,24,31,44
MT008,SF018,28,38,24,27,38,31,27,35,29,46
MT009,SF018,25,32,28,50,34,37,47,46,29,36
MT010,SF018,27,26,40,25,37,43,37,29,46,24
MT011,SF018,35,36,23,43,51,38,24,28,31,36
MT013,SF018,28,49,34,49,48,41,28,25,22,49
MT014,SF018,37,37,38,44,41,46,26,35,30,44
MT016,SF018,40,41,38,28,32,36,46,30,34,29
MT017,SF018,20,32,25,38,51,29,26,46,28,32
MT018,SF018,29,45,31,28,50,36,30,40,34,42
MT019,SF018,41,29,30,31,40,41,33,40,32,55
MT020,SF018,42,52,48,27,43,40,45,28,36,31
MT025,SF018,35,28,41,41,32,31,33,29,33,36
MT026,SF018,48,34,35,40,33,30,32,34,36,24
MT028,SF018,25,32,36,25,38,42,35,38,42,43
MT029,SF018,35,27,31,35,34,39,30,44,37,43
MT030,SF018,30,22,53,26,40,42,44,40,25,47
